Date,Open,High,Low,Close,Adj Close,Volume
2018-08-28,248.500000,250.000000,248.000000,249.500000,249.500000,36792531
2018-08-29,253.500000,259.000000,253.500000,259.000000,259.000000,56993182
2018-08-30,264.500000,268.000000,262.500000,263.500000,263.500000,48957808
2018-08-31,257.500000,259.000000,254.000000,256.000000,256.000000,69069506
2018-09-03,259.000000,260.000000,256.500000,257.000000,257.000000,26720905
2018-09-04,258.500000,259.500000,255.500000,257.500000,257.500000,34304615
2018-09-05,260.000000,264.500000,259.000000,264.000000,264.000000,44864459
2018-09-06,268.000000,268.000000,261.000000,261.000000,261.000000,35698488
2018-09-07,263.000000,264.000000,260.500000,264.000000,264.000000,38663728
2018-09-10,266.500000,266.500000,262.500000,264.500000,264.500000,41659795
2018-09-11,263.000000,263.500000,258.000000,260.000000,260.000000,34350276
2018-09-12,261.000000,262.000000,258.000000,260.500000,260.500000,37885965
2018-09-13,260.000000,260.000000,253.500000,255.000000,255.000000,37576180
2018-09-14,257.000000,261.500000,257.000000,261.000000,261.000000,37903219
2018-09-17,262.500000,262.500000,257.000000,258.000000,258.000000,24765758
2018-09-18,256.500000,257.000000,254.000000,254.500000,254.500000,33960152
2018-09-19,258.000000,260.000000,257.000000,258.000000,258.000000,59227711
2018-09-20,261.500000,261.500000,257.500000,260.000000,260.000000,29649071
2018-09-21,261.500000,261.500000,258.000000,261.500000,261.500000,35012974
2018-09-25,261.500000,264.000000,260.500000,263.500000,263.500000,24397062
2018-09-26,263.000000,263.500000,261.000000,263.500000,263.500000,24859115
2018-09-27,264.000000,266.000000,262.000000,265.000000,265.000000,38495371
2018-09-28,266.000000,266.000000,260.000000,262.500000,262.500000,39626486
2018-10-01,262.000000,264.000000,261.000000,263.000000,263.000000,22254380
2018-10-02,262.000000,263.000000,257.000000,257.500000,257.500000,38391491
2018-10-03,257.500000,260.000000,257.000000,260.000000,260.000000,25228536
2018-10-04,257.000000,257.500000,254.000000,254.000000,254.000000,36408727
2018-10-05,250.000000,253.000000,248.500000,250.000000,250.000000,40204660
2018-10-08,245.500000,246.500000,241.000000,243.500000,243.500000,50876958
2018-10-09,243.500000,245.000000,242.000000,244.000000,244.000000,28905345
2018-10-11,233.500000,233.500000,227.000000,227.500000,227.500000,94589657
2018-10-12,231.000000,237.000000,229.000000,237.000000,237.000000,47175769
2018-10-15,234.000000,234.000000,230.500000,230.500000,230.500000,42168280
2018-10-16,229.500000,237.000000,229.000000,237.000000,237.000000,37818077
2018-10-17,241.500000,243.000000,238.000000,238.500000,238.500000,42494858
2018-10-18,238.000000,239.000000,235.500000,236.500000,236.500000,25676430
2018-10-19,231.000000,236.500000,230.000000,236.000000,236.000000,28358460
2018-10-22,232.500000,238.000000,231.500000,237.000000,237.000000,29275777
2018-10-23,232.000000,234.000000,230.000000,230.000000,230.000000,32827745
2018-10-24,230.000000,231.000000,227.000000,229.500000,229.500000,44321950
2018-10-25,220.500000,222.000000,219.500000,219.500000,219.500000,75524118
2018-10-26,223.000000,224.000000,217.000000,221.000000,221.000000,38439644
2018-10-29,223.000000,224.000000,221.000000,222.500000,222.500000,18463792
2018-10-30,221.000000,225.000000,220.500000,223.000000,223.000000,28877931
2018-10-31,228.000000,234.000000,228.000000,234.000000,234.000000,57283201
2018-11-01,236.000000,237.000000,233.000000,235.500000,235.500000,41974797
2018-11-02,236.500000,236.500000,233.500000,236.500000,236.500000,30722361
2018-11-05,233.000000,235.500000,232.000000,235.000000,235.000000,25452065
2018-11-06,234.000000,235.500000,232.500000,234.500000,234.500000,30468176
2018-11-07,233.000000,236.000000,232.500000,234.000000,234.000000,34424652
2018-11-08,237.500000,237.500000,236.000000,236.500000,236.500000,24739146
2018-11-09,234.500000,234.500000,231.000000,231.000000,231.000000,23219081
2018-11-12,230.000000,234.500000,230.000000,231.500000,231.500000,23228445
2018-11-13,224.500000,228.000000,224.500000,227.500000,227.500000,36104127
2018-11-14,230.000000,231.000000,228.500000,228.500000,228.500000,20028279
2018-11-15,229.500000,232.000000,228.500000,231.000000,231.000000,22072228
2018-11-16,229.000000,229.000000,225.000000,226.000000,226.000000,46738909
2018-11-19,225.000000,225.000000,221.000000,222.000000,222.000000,48944754
2018-11-20,219.000000,220.500000,218.000000,218.000000,218.000000,41569756
2018-11-21,214.500000,220.000000,214.000000,219.000000,219.000000,35206343
2018-11-22,221.500000,222.000000,219.000000,219.000000,219.000000,21929610
2018-11-23,220.500000,220.500000,217.000000,218.500000,218.500000,14883334
2018-11-26,219.000000,224.000000,218.500000,223.000000,223.000000,30599804
2018-11-27,220.000000,224.500000,219.000000,224.000000,224.000000,26584349
2018-11-28,222.500000,227.000000,222.000000,226.500000,226.500000,24429026
2018-11-29,231.500000,231.500000,229.000000,229.000000,229.000000,44383207
2018-11-30,229.500000,231.000000,225.500000,225.500000,225.500000,55827957
2018-12-03,231.000000,235.000000,231.000000,235.000000,235.000000,45333986
2018-12-04,233.000000,234.500000,231.000000,234.000000,234.000000,39746162
2018-12-05,226.500000,227.500000,225.000000,226.000000,226.000000,42835576
2018-12-06,220.000000,222.000000,219.500000,220.000000,220.000000,40149112
2018-12-07,222.500000,223.500000,220.500000,221.000000,221.000000,25063568
2018-12-10,219.500000,220.000000,218.500000,219.000000,219.000000,19433461
2018-12-11,220.000000,223.000000,219.000000,222.500000,222.500000,27375220
2018-12-12,223.500000,227.000000,222.500000,226.500000,226.500000,26433846
2018-12-13,227.000000,227.500000,225.000000,226.000000,226.000000,32087141
2018-12-14,223.000000,223.500000,220.500000,222.500000,222.500000,38646159
2018-12-17,221.000000,225.000000,220.000000,223.500000,223.500000,18938952
2018-12-18,221.000000,223.000000,220.500000,222.500000,222.500000,30203541
2018-12-19,222.000000,225.500000,222.000000,225.500000,225.500000,23390082
2018-12-20,221.000000,222.500000,221.000000,221.000000,221.000000,35027116
2018-12-21,219.000000,224.000000,219.000000,223.500000,223.500000,43507532
2018-12-24,221.500000,221.500000,219.500000,220.000000,220.000000,22976100
2018-12-25,215.500000,218.000000,215.000000,217.500000,217.500000,19402777
2018-12-26,218.500000,219.500000,216.000000,216.500000,216.500000,16463259
2018-12-27,222.000000,224.000000,220.500000,223.000000,223.000000,21491484
2018-12-28,223.500000,225.500000,222.500000,225.500000,225.500000,29456773
2019-01-02,226.500000,226.500000,219.000000,219.500000,219.500000,32900482
2019-01-03,214.000000,218.000000,214.000000,215.500000,215.500000,34087620
2019-01-04,211.500000,211.500000,206.500000,208.000000,208.000000,65943521
2019-01-07,212.000000,214.000000,211.000000,213.000000,213.000000,35442176
2019-01-08,212.000000,212.500000,210.000000,211.000000,211.000000,22694481
2019-01-09,212.000000,216.500000,211.000000,215.500000,215.500000,46295446
2019-01-10,216.000000,216.500000,214.500000,216.000000,216.000000,20754593
2019-01-11,219.000000,220.500000,218.000000,220.500000,220.500000,28102288
2019-01-14,218.500000,220.000000,217.000000,218.500000,218.500000,17612296
2019-01-15,216.500000,221.000000,215.500000,221.000000,221.000000,38882923
2019-01-16,218.500000,220.000000,217.500000,217.500000,217.500000,28978282
2019-01-17,218.000000,221.000000,218.000000,220.500000,220.500000,21163986
2019-01-18,219.000000,220.000000,217.500000,218.500000,218.500000,49627569
2019-01-21,220.000000,223.000000,220.000000,221.000000,221.000000,29384866
2019-01-22,220.000000,223.000000,219.000000,223.000000,223.000000,28926483
2019-01-23,221.500000,222.000000,220.000000,220.500000,220.500000,16671213
2019-01-24,222.500000,222.500000,220.500000,222.500000,222.500000,26417924
2019-01-25,226.500000,227.000000,225.000000,226.000000,226.000000,46692764
2019-01-28,229.500000,229.500000,228.000000,229.000000,229.000000,26026257
2019-01-29,222.500000,225.000000,222.000000,222.500000,222.500000,41122520
2019-01-30,220.500000,221.500000,220.000000,221.000000,221.000000,44755945
2019-02-11,228.000000,229.000000,226.500000,228.000000,228.000000,78307106
2019-02-12,230.000000,230.000000,229.000000,230.000000,230.000000,29406670
2019-02-13,232.000000,232.000000,228.500000,229.000000,229.000000,28634925
2019-02-14,229.500000,230.000000,226.000000,227.000000,227.000000,23647751
2019-02-15,229.000000,229.000000,226.500000,227.000000,227.000000,22369799
2019-02-18,229.000000,230.500000,228.500000,230.000000,230.000000,16978916
2019-02-19,230.000000,230.500000,229.000000,229.000000,229.000000,16577023
2019-02-20,231.500000,234.500000,231.000000,234.500000,234.500000,30479710
2019-02-21,235.500000,236.500000,234.500000,236.500000,236.500000,33764489
2019-02-22,235.500000,236.500000,234.000000,236.500000,236.500000,22032163
2019-02-25,237.500000,239.000000,236.000000,238.000000,238.000000,24105138
2019-02-26,239.000000,240.000000,236.500000,239.500000,239.500000,24522789
2019-02-27,238.500000,239.500000,237.000000,239.000000,239.000000,35240889
2019-03-04,239.500000,239.500000,234.500000,235.500000,235.500000,39655513
2019-03-05,234.000000,234.500000,232.500000,233.000000,233.000000,22641407
2019-03-06,235.000000,235.500000,233.500000,234.000000,234.000000,20433226
2019-03-07,235.000000,235.000000,233.000000,234.000000,234.000000,17126192
2019-03-08,231.000000,231.500000,229.000000,230.000000,230.000000,22190659
2019-03-11,228.000000,230.500000,227.500000,230.500000,230.500000,23200793
2019-03-12,233.000000,237.000000,232.500000,235.500000,235.500000,23588085
2019-03-13,234.000000,237.000000,234.000000,237.000000,237.000000,20500195
2019-03-14,239.000000,239.000000,234.000000,234.500000,234.500000,17175356
2019-03-15,237.000000,239.500000,235.500000,239.000000,239.000000,33649729
2019-03-18,239.500000,241.000000,239.000000,241.000000,241.000000,26856532
2019-03-19,239.000000,240.500000,238.000000,240.500000,240.500000,14479009
2019-03-20,242.000000,242.000000,239.500000,242.000000,242.000000,22975971
2019-03-21,242.500000,245.500000,241.000000,245.500000,245.500000,26179502
2019-03-22,248.000000,248.500000,244.500000,248.500000,248.500000,22931467
2019-03-25,240.500000,243.500000,240.500000,241.500000,241.500000,19211254
2019-03-26,243.000000,244.000000,241.000000,244.000000,244.000000,19920170
2019-03-27,242.000000,242.500000,240.500000,241.500000,241.500000,22590089
2019-03-28,240.500000,242.500000,240.000000,242.000000,242.000000,13933054
2019-03-29,243.000000,245.500000,240.500000,245.500000,245.500000,28220810
2019-04-01,251.000000,251.000000,245.000000,245.500000,245.500000,35330656
2019-04-02,249.500000,249.500000,246.000000,246.000000,246.000000,24105053
2019-04-03,249.000000,249.000000,246.500000,246.500000,246.500000,24945323
